Date,Item,Item_Link,Price,Seller,Seller_Link,Seller_Ratings
,(🔥Sg60 promo) Uno Glossy stem 17 degrees 110mm/120mm/130mm Bicycle stems # fixie road bike S$21 Brand new,https://www.carousell.sg/p/🔥sg60-promo-uno-glossy-stem-17-degrees-110mm-120mm-130mm-bicycle-stems-fixie-road-bike-1385675135/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=13,S$21,,,
,WEST BIKES 🧲 Magnetic Thermal Bag 22L 30L 43L 48L 62L 80L 🧲 Westbikes West Bikes V4 V5 BAG S$35 S$40 New,https://www.carousell.sg/p/west-bikes-🧲-magnetic-thermal-bag-22l-30l-43l-48l-62l-80l-🧲-westbikes-west-bikes-v4-v5-bag-1163704106/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=14,S$35,,,
,SHIMANO REPAIR - ROADBIKE SERVICE | MTB REPAIR | FOLDIE TUNING | SHIMANO EXPERTS | BIKE TUNING | WHEEL SERVICE | BRAKE & GEAR ADJUSTMENT S$50 Brand new,https://www.carousell.sg/p/shimano-repair-roadbike-service-mtb-repair-foldie-tuning-shimano-experts-bike-tuning-wheel-service-brake-gear-adjustment-1387881648/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=15,S$50,,,
,SHIMANO REPAIR - TOP QUALITY BIKE REPAIR | WHEEL TRUE | FAST BIKE REPAIR | ROAD & MTB | FOLDIE SERVICING | SHIMANO S$50 Brand new,https://www.carousell.sg/p/shimano-repair-top-quality-bike-repair-wheel-true-fast-bike-repair-road-mtb-foldie-servicing-shimano-1387881892/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=16,S$50,,,
,Buyer Protection Five Ten Freerider Mountain Bike Shoes size 43 S$90 Brand new,https://www.carousell.sg/p/five-ten-freerider-mountain-bike-shoes-size-43-1388259139/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=17,S$90,,,
,Phone holder mount for handlebar motorbike bicycle S$10 New,https://www.carousell.sg/p/phone-holder-mount-for-handlebar-motorbike-bicycle-1370932087/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=18,S$10,,,
,Affordable Bicycle Repair in SG [Doorstep Delivery] MTB Fixie Road bike City bike Chain Cassette Tube Overhaul Wash Drivetrain Bleeding Tuning S$65 Brand new,https://www.carousell.sg/p/affordable-bicycle-repair-in-sg-doorstep-delivery-mtb-fixie-road-bike-city-bike-chain-cassette-tube-overhaul-wash-drivetrain-bleeding-tuning-1385513894/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=19,S$65,,,
,ULLMAX DELIVERY 16 Electric Bicycle E Bike | 48V 19.2AH | LTA Approved | Instalment S$129 Brand new,https://www.carousell.sg/p/ullmax-delivery-16-electric-bicycle-e-bike-48v-19-2ah-lta-approved-instalment-1259515765/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=20,S$129,,,
,Get your bike picked up and serviced today! | Bicycle Servicing & Repair Overhaul Wash Road Bike MTB Foldie City Bike Fixie Foldie Chain Cassette Tyre Tube S$20 Brand new,https://www.carousell.sg/p/get-your-bike-picked-up-and-serviced-today-bicycle-servicing-repair-overhaul-wash-road-bike-mtb-foldie-city-bike-fixie-foldie-chain-cassette-tyre-tube-1388238910/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=21,S$20,,,
,New bike for sales S$0,https://www.carousell.sg/p/new-bike-for-sales-1384752636/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=22,S$0,,,
,"*Tyre Worming/Tyre Patching/Cacing*
*Bike, car, van, truck, bus, forklift, crane* S$50 New",https://www.carousell.sg/p/tyre-worming-tyre-patching-cacing-bike-car-van-truck-bus-forklift-crane-1259113295/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=23,S$50,,,
,Buyer Protection Moon Orion Sense 50 Lumens Bike Light (Brake Sensing) S$39 Brand new Free delivery,https://www.carousell.sg/p/moon-orion-sense-50-lumens-bike-light-brake-sensing-1388245434/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=25,S$39,,,
,"Your browser does not support HTML5 video. **Tyre Worming/Tyre Patching/Cacing/Air Valve Leak*
*Bike car van truck bus forklift crane* S$50 New",https://www.carousell.sg/p/tyre-worming-tyre-patching-cacing-air-valve-leak-bike-car-van-truck-bus-forklift-crane-1259098097/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=27,S$50,,,
,Meroca Crankset Dust Plug Cap Bike Bicycle Mountain S$4 Brand new,https://www.carousell.sg/p/meroca-crankset-dust-plug-cap-bike-bicycle-mountain-1388244828/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=28,S$4,,,
,VEMAR Waterproof Long Wrist Motorbike Riding Gloves - Phone Touch Screen S$22 New,https://www.carousell.sg/p/vemar-waterproof-long-wrist-motorbike-riding-gloves-phone-touch-screen-217918208/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=29,S$22,,,
,9H Ceramic Coating [Bike Detailing] S$128 New,https://www.carousell.sg/p/9h-ceramic-coating-bike-detailing-1183460646/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=30,S$128,,,
,Buyer Protection Moon Nebula 2 Sense 350 Lumens Bike Light (Brake Sensing) Regular price S$75 Brand new Free delivery,https://www.carousell.sg/p/moon-nebula-2-sense-350-lumens-bike-light-brake-sensing-regular-price-1388243001/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=31,S$75,,,
,Buyer Protection Folding Mountain Bike - Easy to Carry S$55 Brand new,https://www.carousell.sg/p/folding-mountain-bike-easy-to-carry-1388242005/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=32,S$55,,,
,Jimove MC Pro 2.0 48V E-Bike New and Rental Option - PAB PMA PMD S$13 Brand new,https://www.carousell.sg/p/jimove-mc-pro-2-0-48v-e-bike-new-and-rental-option-pab-pma-pmd-1351125971/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=33,S$13,,,
,JIMove MC PRO 2.0 | JIMove MC PRO 2 | Electric Bicycle E Bike | 48V 19.2AH | INSTALMENT | RAIN-PROOF S$135 Brand new,https://www.carousell.sg/p/jimove-mc-pro-2-0-jimove-mc-pro-2-electric-bicycle-e-bike-48v-19-2ah-instalment-rain-proof-1351510283/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=34,S$135,,,
,"🔥CLEARANCE : PASAK 26""/27.5""/29"" Suspension Air Fork | Straight & Tapered Mountain Bike Front Fork S$99 Brand new",https://www.carousell.sg/p/🔥clearance-pasak-26-27-5-29-suspension-air-fork-straight-tapered-mountain-bike-front-fork-1321455002/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=35,S$99,,,
,"Ebike Swingarm (Taiwan Ebike, M3, X5, Xmen, Bluetag) S$150 Brand new",https://www.carousell.sg/p/ebike-swingarm-taiwan-ebike-m3-x5-xmen-bluetag-1388237012/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=36,S$150,,,
,ARIETE ROAD GRIPS (01690/F/24) for BMW Bikes S$12 New,https://www.carousell.sg/p/ariete-road-grips-01690-f-24-for-bmw-bikes-1388234556/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=37,S$12,,,
,"Marvel Legends - Rider Series Deadpool Corps Dogpool, Squirrelpool with bike S$39 S$45 Brand new",https://www.carousell.sg/p/marvel-legends-rider-series-deadpool-corps-dogpool-squirrelpool-with-bike-1362621412/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=38,S$39,,,
,🤩 ! 500ml Gyeon Q2M Super Easy Wet Coat Revolutionary Hydrophobicity Booster Spray Sealant For Car Bike Paint Coat Plastic Metal Trims Sports Rims Windows Etc #Lotusgod Lotus God Nano🌟 Plastic Nanotechnology Hydrophobic Beading Bottle S$39 New,https://www.carousell.sg/p/🤩-500ml-gyeon-q2m-super-easy-wet-coat-revolutionary-hydrophobicity-booster-spray-sealant-for-car-bike-paint-coat-plastic-metal-trims-sports-rims-windows-etc-lotusgod-lotus-god-nano🌟-plastic-nanotechnology-hydrophobic-beading-bottle-1266174106/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=39,S$39,,,
,Xod hydraulic brake Ebike hydraulic brake Ebike jimove mc eco drive Fiido ebike hydraulic brake SUV 7 Fiido Jimove MC ebike Fiido eco drive XOD hydraulic brake S$50 Brand new,https://www.carousell.sg/p/xod-hydraulic-brake-ebike-hydraulic-brake-ebike-jimove-mc-eco-drive-fiido-ebike-hydraulic-brake-suv-7-fiido-jimove-mc-ebike-fiido-eco-drive-xod-hydraulic-brake-1388232611/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=40,S$50,,,
,Brand New (Ready Stock) Motorcycle Bike Front Rear Dash Recording Camera / Wifi Phone App / Apple Car Play Android Auto TPMS - Complete Set (Free Remote Controller - While Stock Last) S$1 S$2 New,https://www.carousell.sg/p/brand-new-ready-stock-motorcycle-bike-front-rear-dash-recording-camera-wifi-phone-app-apple-car-play-android-auto-tpms-complete-set-free-remote-controller-while-stock-last-1078466517/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=41,S$1,,,
,Bike Pedals - Various Models S$1 Brand new,https://www.carousell.sg/p/bike-pedals-various-models-1388227443/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=42,S$1,,,
,Motorbike Cover / Canvas  Rain Thick Waterproof Black / Silver S$20 New,https://www.carousell.sg/p/motorbike-cover-canvas-rain-thick-waterproof-black-silver-1111293488/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=44,S$20,,,
,70mai jump starter for car bike van/ emergency 11100mAh battery/power bank charge phone/tow service/Xiaomi S$75 New,https://www.carousell.sg/p/70mai-jump-starter-for-car-bike-van-emergency-11100mah-battery-power-bank-charge-phone-tow-service-xiaomi-1148351046/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=45,S$75,,,
,*Tyre Worming/Tyre Patching/Cacing/Air Valve Leak* *Bike car van truck bus forklift crane* Nanyang Crescent S$50 New,https://www.carousell.sg/p/tyre-worming-tyre-patching-cacing-air-valve-leak-bike-car-van-truck-bus-forklift-crane-nanyang-crescent-1388222050/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=46,S$50,,,
,Buyer Protection Your browser does not support HTML5 video. 🔥SG INSTOCKS🔥 Full assembled Children Kids Bike or kids Bicycle With Training Wheel Available In 16/20-INCH Mountain Bike MTB | bike/ bicycle | Mountain Bike / Mountain Bicycle/ MTB 💥 [1-3 Days Delivery]💥 S$138 Brand new Free delivery,https://www.carousell.sg/p/🔥sg-instocks🔥-full-assembled-children-kids-bike-or-kids-bicycle-with-training-wheel-available-in-16-20-inch-mountain-bike-mtb-bike-bicycle-mountain-bike-mountain-bicycle-mtb-💥-1-3-days-delivery-💥-1173344714/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=47,S$138,,,
,KEWIG K7| K12 MOTORCYCLE FOGLIGHTS ! FOG LIGHTS ! AUXILIARY SPOT LIGHTS ! SPOTLIGHTS! MOTORBIKE ! S$150 New,https://www.carousell.sg/p/kewig-k7-k12-motorcycle-foglights-fog-lights-auxiliary-spot-lights-spotlights-motorbike-1342770781/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=48,S$150,,,
,"👨🏻‍🔧𝟏𝟎+ 𝐘𝐞𝐚𝐫𝐬 𝐄𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞 🚛 Delivery Available | Bicycle Services & Repairing, Punctured tyre, flat tyre, bike overhaul tuning, wash, fix S$50 Brand new",https://www.carousell.sg/p/👨🏻‍🔧𝟏𝟎-𝐘𝐞𝐚𝐫𝐬-𝐄𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞-🚛-delivery-available-bicycle-services-repairing-punctured-tyre-flat-tyre-bike-overhaul-tuning-wash-fix-1347375804/?t-id=hZW15MKc27_1755880706013&t-referrer_browse_type=search_results&t-referrer_filter_price_max=150&t-referrer_filter_price_min=0&t-referrer_page_type=search&t-referrer_request_id=yruTNa79fppa22MS&t-referrer_search_query=bike&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=49,S$50,,,
